0	9	21	14	47	35	99999	45	99999	33	99999	99999	99999	9	35	9	24	99999	34	9	99999	12	49	99999	42	6	43	99999	6	43	49	10	12	23	13	99999	41	99999	99999	48	19	99999	34	33	99999	99999	99999	42	27	5	99999	34	48	16	8	99999	99999	3	47	26	99999	37	3	99999	99999	99999	22	99999	31	36	34	12	49	18	99999	99999	25	10	99999	99999	99999	99999	99999	99999	33	6	29	99999	3	99999	26	15	18	99999	45	16	34	99999	36	99999	99999	12	99999	15	48	99999	27	43	1	99999	8	99999	28	41	19	99999	37	48	36	17	9	4	99999	99999	99999	99999	19	9	99999	15	99999	5	99999	34	49	99999	32	34	2	41	27	42	42	99999	22	99999	22	99999	99999	99999	99999	13	99999	25	99999	13	99999	20	35	35	44	31	35	30	4	99999	22	99999	2	26	12	41	99999	99999	44	34	23	11	27	27	29	24	32	99999	99999	99999	10	99999	25	48	21	47	28	99999	1	32	28	99999	45	1	44	43	99999	27	7	99999	28	99999	27	42	10	38	27	23	99999	99999	38	99999	14	30	2	99999	9	21	21	46	35	99999	1	99999	36	13	18	20	99999	35	99999	99999	99999	40	32	24	99999	99999	23	20	2	99999	41	37	20	15	48	5	99999	99999	35	21	26	12	20	45	99999	99999	99999	23	46	26	38	99999	99999	43	7	41	11	99999	37	49	26	14	99999	11	14	14	25	8	30	99999	31	99999	32	99999	99999	28	99999	2	14	24	21	99999	99999	12	99999	99999	26	99999	99999	99999	12	24	39	99999	8	12	99999	49	99999	99999	99999	49	99999	99999	37	18	36	7	99999	99999	43	30	12	49	19	37	39	99999	99999	99999	99999	19	12	8	25	7	99999	99999	29	99999	16	99999	19	99999	99999	40	45	99999	99999	99999	13	24	13	21	46	32	24	46	34	99999	39	40	99999	41	35	36	99999	36	99999	43	30	99999	99999	99999	31	14	39	13	5	99999	99999	22	22	99999	34	2	48	31	7	28	99999	26	19	42	3	99999	99999	99999	2	40	9	16	33	24	15	32	32	32	34	14	10	99999	99999	48	24	8	24	5	38	99999	7	41	99999	4	11	99999	17	19	18	6	49	35	34	42	36	15	43	99999	26	7	32	99999	99999	21	28	99999	99999	41	99999	49	99999	23	34	17	99999	99999	11	34	15	99999	10	99999	24	44	15	6	30	99999	13	99999	36	99999	44	14	99999	4	10	13	99999	9	31	4	38	3	9	49	9	48	17	2	99999	17	
9	0	47	3	99999	99999	99999	13	99999	21	99999	99999	12	47	42	34	6	45	99999	99999	45	99999	2	15	14	23	41	46	26	99999	99999	99999	18	44	15	32	35	99999	41	42	46	20	99999	21	19	31	99999	38	29	41	99999	28	15	99999	24	27	10	99999	41	29	44	46	99999	99999	7	2	99999	43	7	28	18	99999	31	32	17	20	99999	34	99999	99999	99999	99999	41	45	9	99999	8	47	4	28	11	23	4	7	99999	15	99999	47	2	34	99999	40	40	6	36	99999	99999	28	47	46	37	28	99999	99999	32	99999	99999	99999	48	23	6	1	43	28	49	9	27	99999	3	99999	99999	14	6	99999	99999	99999	37	47	99999	24	6	47	43	99999	99999	99999	29	4	5	33	99999	99999	46	99999	49	40	43	41	33	34	99999	43	6	48	5	99999	13	99999	45	99999	99999	16	28	7	10	99999	99999	99999	18	45	99999	22	44	99999	99999	48	99999	99999	22	34	99999	33	28	38	99999	15	18	12	21	14	1	48	99999	99999	41	42	24	2	23	12	31	28	14	18	37	99999	99999	99999	17	40	46	99999	26	37	45	12	19	26	99999	34	99999	4	24	99999	32	99999	23	39	99999	11	99999	36	11	33	28	25	6	99999	3	49	99999	37	23	99999	44	47	99999	99999	5	8	49	2	15	99999	99999	42	21	7	99999	47	47	24	99999	99999	32	99999	99999	43	99999	21	48	27	33	45	33	30	99999	18	34	17	99999	99999	34	99999	41	8	25	99999	5	99999	28	37	15	99999	99999	40	99999	20	99999	44	99999	99999	35	99999	15	31	15	46	23	99999	49	39	47	3	5	43	22	8	99999	99999	3	19	99999	99999	99999	99999	99999	99999	47	99999	99999	1	20	10	99999	99999	99999	47	99999	99999	19	99999	99999	99999	99999	22	25	99999	23	33	35	99999	48	25	24	99999	49	99999	37	22	40	41	42	38	99999	47	40	12	18	99999	43	99999	99999	46	36	99999	10	4	32	6	32	46	10	99999	48	22	29	99999	99999	6	99999	16	9	20	99999	9	29	15	5	99999	2	17	33	99999	33	48	99999	23	48	26	20	25	23	14	99999	4	13	28	99999	13	99999	20	99999	99999	99999	28	6	36	30	39	99999	42	99999	99999	99999	23	31	13	99999	25	41	37	99999	99999	99999	99999	1	99999	99999	20	99999	24	23	99999	21	46	99999	99999	33	31	99999	2	23	3	21	46	22	99999	99999	99999	3	42	22	4	2	99999	27	9	28	38	48	99999	20	30	40	17	24	9	99999	14	
21	47	0	37	40	48	22	18	22	14	33	99999	3	6	8	2	33	99999	99999	47	37	99999	40	99999	46	1	38	13	17	99999	16	99999	99999	99999	99999	14	12	47	99999	19	20	35	99999	9	17	4	30	99999	7	99999	27	36	32	99999	26	99999	99999	10	34	99999	99999	47	99999	99999	99999	99999	99999	41	3	9	99999	6	22	39	12	35	99999	40	30	99999	19	24	99999	41	18	99999	45	44	99999	99999	2	40	27	26	34	99999	1	22	99999	99999	11	37	38	14	4	3	23	24	99999	99999	29	34	99999	6	99999	32	99999	44	25	5	28	99999	14	27	24	23	12	99999	99999	10	32	49	99999	99999	34	99999	99999	99999	99999	99999	27	99999	10	42	25	99999	99999	99999	2	14	17	99999	34	99999	12	99999	18	48	99999	99999	17	99999	45	42	99999	99999	28	99999	9	34	99999	20	49	13	20	41	99999	28	99999	20	99999	40	99999	99999	32	11	47	99999	99999	4	99999	10	28	6	5	21	99999	29	32	45	20	2	47	99999	13	2	99999	18	99999	2	19	5	99999	10	21	27	47	13	99999	99999	99999	99999	11	12	40	99999	99999	39	3	3	24	99999	40	22	99999	99999	99999	99999	47	99999	38	99999	99999	99999	99999	99999	28	99999	15	32	46	37	38	16	99999	21	29	46	99999	99999	42	18	31	99999	35	36	6	26	40	19	99999	5	99999	32	24	24	35	12	99999	23	99999	99999	16	37	41	20	4	43	42	15	40	46	2	99999	26	99999	99999	35	99999	3	25	3	99999	12	9	99999	21	31	43	46	6	12	42	99999	99999	99999	30	35	19	15	99999	99999	49	99999	15	23	99999	37	7	24	32	14	99999	42	8	20	16	1	99999	16	36	46	27	25	99999	24	17	11	46	99999	29	17	99999	41	10	21	8	38	26	32	13	99999	41	8	37	99999	27	31	13	17	99999	11	99999	18	4	99999	41	37	99999	36	99999	38	8	8	99999	99999	24	24	99999	20	12	99999	99999	37	34	37	31	5	26	12	41	29	99999	14	1	99999	49	46	99999	14	46	99999	99999	25	99999	99999	48	32	99999	99999	1	99999	27	40	99999	48	37	99999	41	99999	23	99999	42	32	9	22	38	37	49	99999	49	8	25	22	18	30	12	99999	99999	99999	99999	9	99999	18	99999	11	11	99999	11	99999	47	42	24	33	20	99999	99999	99999	49	99999	23	33	41	27	3	21	99999	99999	99999	8	42	16	26	13	40	10	99999	99999	99999	99999	99999	42	27	99999	3	11	46	31	99999	99999	
14	3	37	0	26	99999	99999	30	4	29	1	99999	99999	99999	39	10	22	99999	99999	25	17	7	45	11	30	46	15	20	45	7	99999	1	99999	47	11	33	10	40	13	46	99999	29	16	32	42	99999	18	20	23	99999	99999	42	42	31	3	25	7	19	40	4	23	28	49	99999	99999	25	29	4	38	6	15	99999	21	99999	8	99999	38	99999	44	24	39	38	25	22	43	99999	99999	15	37	16	23	29	99999	99999	14	19	22	4	8	99999	16	99999	47	35	28	99999	14	8	99999	31	9	17	6	99999	99999	19	99999	15	99999	99999	7	21	99999	20	13	24	99999	99999	37	99999	99999	46	38	41	99999	99999	99999	10	99999	22	99999	99999	29	19	22	99999	99999	99999	99999	14	1	99999	99999	99999	42	24	5	99999	11	99999	99999	99999	32	99999	99999	19	45	35	99999	20	17	99999	12	99999	9	99999	29	34	99999	26	20	99999	46	31	3	32	6	99999	99999	23	99999	37	99999	48	99999	3	41	16	99999	99999	20	99999	99999	48	3	27	13	34	99999	38	21	22	15	21	99999	99999	35	47	34	39	8	30	31	2	10	28	49	99999	99999	44	33	99999	99999	45	33	18	30	29	44	27	99999	46	33	30	35	16	31	16	48	29	37	42	3	6	99999	99999	99999	5	26	99999	99999	38	26	42	99999	99999	35	10	99999	99999	4	99999	40	99999	5	13	26	28	99999	99999	99999	99999	4	10	4	99999	32	24	34	40	99999	27	46	44	43	37	49	32	99999	99999	32	11	99999	9	99999	46	37	29	32	13	99999	21	99999	39	2	8	99999	99999	49	16	3	30	5	29	99999	17	12	99999	99999	99999	99999	99999	24	9	99999	43	99999	99999	99999	99999	28	1	99999	26	99999	99999	47	99999	49	23	39	99999	42	6	13	35	33	34	99999	24	12	48	29	3	99999	32	99999	9	15	20	3	99999	22	99999	36	36	20	45	18	99999	33	42	16	36	99999	47	26	99999	11	99999	99999	99999	99999	99999	32	99999	99999	46	37	99999	25	49	99999	6	23	23	10	39	99999	30	99999	99999	41	7	99999	2	99999	46	17	5	99999	8	42	6	31	38	99999	13	10	99999	99999	99999	36	49	47	30	46	17	99999	6	17	46	24	99999	11	19	47	36	40	99999	99999	18	99999	38	6	99999	99999	5	99999	14	44	99999	99999	99999	37	1	3	99999	99999	41	99999	35	99999	99999	37	99999	6	99999	17	46	99999	37	23	32	99999	24	46	20	37	17	99999	15	47	37	30	99999	99999	46	29	99999	
47	99999	40	26	0	29	14	16	29	5	34	20	24	43	99999	99999	31	38	99999	36	99999	46	27	17	99999	3	43	99999	18	15	99999	7	37	41	99999	20	22	29	99999	29	8	18	99999	14	99999	99999	46	99999	99999	31	22	11	20	35	99999	46	36	47	15	99999	36	99999	46	8	10	16	1	37	38	47	8	99999	99999	16	17	99999	15	99999	31	41	21	99999	38	99999	10	19	99999	28	37	99999	26	45	99999	38	99999	99999	46	45	19	99999	99999	41	28	9	19	99999	99999	99999	99999	38	39	99999	21	99999	99999	15	1	99999	99999	99999	15	99999	99999	33	99999	10	30	27	13	35	99999	38	28	2	2	99999	27	28	46	47	49	99999	99999	99999	24	36	3	26	99999	47	42	34	31	99999	99999	32	99999	14	44	42	27	33	6	99999	99999	46	99999	17	32	47	43	1	99999	99999	49	99999	32	99999	99999	5	43	38	15	99999	22	45	10	99999	9	39	99999	99999	99999	41	23	33	26	47	7	13	27	7	29	99999	99999	8	28	34	11	99999	24	99999	3	16	32	11	99999	13	12	6	27	33	42	24	4	99999	46	99999	99999	33	43	21	99999	14	99999	99999	48	44	16	29	33	16	12	29	99999	99999	41	7	2	45	16	27	19	29	49	23	99999	43	14	4	46	41	49	26	99999	41	99999	15	47	43	99999	11	8	37	32	48	6	16	13	36	43	32	23	4	11	99999	99999	11	2	42	38	99999	99999	99999	17	12	49	33	99999	11	99999	99999	3	10	99999	99999	26	33	99999	31	23	99999	11	20	11	99999	99999	99999	99999	99999	99999	7	30	99999	16	25	24	99999	99999	42	21	48	99999	99999	23	39	12	37	99999	48	99999	47	14	34	99999	32	5	20	99999	99999	31	37	46	1	33	15	99999	4	27	43	31	20	40	33	47	49	30	99999	99999	99999	99999	99999	12	47	31	20	34	9	11	34	43	99999	99999	25	99999	99999	99999	99999	23	10	47	99999	43	26	40	9	48	4	41	42	25	99999	7	99999	99999	40	20	13	34	32	10	45	99999	3	42	26	99999	99999	99999	45	38	20	99999	99999	99999	32	41	42	36	99999	22	31	46	32	99999	14	31	37	46	99999	46	99999	30	6	14	2	29	41	99999	99999	19	24	2	99999	99999	45	6	47	99999	40	99999	14	42	99999	40	15	29	18	19	7	99999	99999	48	48	2	36	17	40	99999	32	99999	44	7	33	99999	21	34	24	25	2	13	99999	15	40	39	99999	40	21	99999	43	
35	99999	48	99999	29	0	20	18	99999	44	9	42	13	99999	41	38	25	8	46	34	18	46	9	41	18	23	34	17	37	99999	11	29	7	99999	30	36	31	20	99999	15	99999	34	22	20	11	3	99999	22	40	24	99999	8	28	47	43	18	99999	25	3	40	34	43	99999	46	99999	24	14	40	46	99999	7	19	99999	49	38	7	99999	14	49	99999	40	8	25	17	24	99999	40	9	17	99999	49	13	39	99999	8	49	99999	99999	15	22	99999	99999	99999	99999	29	99999	99999	47	99999	47	30	99999	99999	99999	99999	6	45	99999	99999	5	40	99999	15	99999	99999	99999	16	14	20	25	45	10	20	3	14	17	99999	99999	47	99999	35	5	99999	41	44	99999	10	31	99999	99999	4	99999	7	99999	49	99999	99999	99999	99999	45	99999	1	45	20	26	99999	17	11	42	32	8	13	11	99999	99999	27	4	32	99999	5	9	36	39	99999	5	99999	17	4	33	26	10	26	40	46	28	10	12	6	33	46	99999	35	36	99999	45	99999	25	22	99999	38	99999	99999	1	99999	45	6	7	19	37	44	25	99999	6	34	38	21	99999	99999	42	10	14	99999	43	99999	13	41	39	22	39	48	14	99999	99999	99999	27	99999	25	5	99999	99999	10	23	6	8	13	47	33	99999	35	99999	38	99999	45	1	11	26	43	33	47	34	99999	22	24	1	16	44	99999	40	99999	20	99999	14	99999	41	2	39	1	99999	99999	45	22	3	36	45	99999	30	26	99999	99999	43	99999	29	99999	39	27	99999	37	32	99999	9	99999	18	99999	48	23	4	11	25	31	8	99999	7	8	17	5	10	99999	32	8	26	27	99999	99999	99999	99999	26	99999	49	16	99999	25	99999	3	99999	35	5	22	99999	99999	7	20	99999	40	99999	35	99999	99999	99999	33	26	99999	4	99999	31	99999	99999	99999	99999	99999	10	42	30	43	30	16	99999	31	99999	3	99999	3	28	43	99999	42	29	99999	99999	35	34	99999	99999	99999	42	12	29	99999	20	99999	99999	4	11	99999	31	49	40	17	99999	99999	18	22	1	99999	31	13	32	99999	21	29	99999	99999	99999	99999	32	3	11	36	22	99999	44	9	16	99999	99999	99999	11	4	37	13	19	99999	99999	99999	30	36	25	99999	44	99999	29	99999	99999	12	14	48	99999	27	32	99999	41	99999	25	99999	99999	13	99999	99999	99999	39	99999	23	99999	99999	46	36	99999	6	99999	99999	99999	4	99999	99999	37	99999	99999	31	27	45	49	99999	7	16	99999	42	99999	99999	99999	99999	99999	
99999	99999	22	99999	14	20	0	20	6	22	11	99999	99999	2	24	24	47	34	99999	99999	14	99999	99999	32	13	32	9	99999	99999	99999	28	99999	9	4	99999	99999	99999	18	16	99999	24	7	7	99999	35	29	10	22	20	14	99999	13	99999	99999	99999	3	48	15	46	43	99999	47	4	35	44	47	12	28	29	10	26	31	4	99999	99999	41	45	22	99999	99999	99999	17	99999	35	12	11	41	99999	21	49	47	38	49	1	99999	29	33	22	99999	18	99999	99999	21	99999	7	99999	16	99999	23	35	12	38	21	47	99999	44	99999	45	99999	99999	48	99999	22	16	34	37	99999	99999	26	9	37	47	38	29	99999	99999	11	19	99999	49	40	1	99999	45	4	34	99999	23	26	99999	9	19	99999	99999	99999	7	99999	32	99999	99999	38	99999	99999	48	99999	14	16	99999	13	21	48	13	48	99999	13	13	99999	99999	99999	48	34	99999	41	99999	99999	46	44	3	99999	44	36	99999	47	99999	31	22	5	49	48	17	7	99999	99999	29	8	99999	99999	99999	28	99999	99999	38	1	99999	99999	43	34	19	99999	47	99999	13	24	99999	21	99999	34	36	26	99999	34	19	99999	48	99999	99999	13	16	99999	99999	17	48	99999	99999	38	99999	18	99999	99999	11	3	22	35	99999	36	99999	3	31	2	99999	25	99999	17	17	99999	99999	41	43	33	6	11	44	25	99999	33	12	99999	7	99999	13	40	99999	31	99999	19	39	34	17	99999	99999	99999	38	99999	99999	99999	99999	27	45	99999	28	39	99999	18	23	13	9	11	39	99999	29	44	99999	15	99999	99999	99999	23	99999	16	23	2	26	99999	21	47	39	99999	2	99999	99999	99999	16	99999	99999	18	42	14	99999	6	99999	34	99999	99999	5	28	27	99999	99999	25	99999	99999	99999	20	3	18	28	11	33	17	42	99999	99999	32	32	29	99999	30	6	49	13	99999	29	99999	99999	17	36	99999	4	44	99999	99999	38	40	17	21	37	99999	23	11	99999	99999	26	13	44	5	99999	99999	5	20	20	36	30	29	40	99999	26	29	99999	99999	33	99999	18	49	44	35	16	99999	99999	17	18	36	31	99999	32	4	19	99999	43	42	24	24	37	39	7	28	42	99999	99999	11	29	99999	99999	36	30	47	43	99999	30	44	23	23	38	47	99999	5	99999	99999	11	99999	99999	7	20	8	16	1	99999	46	99999	15	34	3	21	22	99999	43	17	8	99999	45	99999	36	35	99999	99999	99999	99999	25	99999	99999	8	14	99999	2	2	99999	99999	99999	15	99999	8	
45	13	18	30	16	18	20	0	42	99999	2	24	23	20	31	99999	99999	48	10	19	3	38	15	99999	11	2	9	99999	24	99999	99999	33	40	99999	99999	99999	38	99999	99999	99999	99999	99999	30	40	99999	99999	28	2	99999	99999	45	13	99999	40	19	49	45	31	26	16	31	15	13	99999	99999	23	99999	99999	27	99999	12	25	99999	26	36	30	99999	31	11	99999	35	25	30	1	99999	99999	4	99999	32	99999	43	48	99999	27	46	99999	48	99999	99999	16	99999	99999	32	99999	16	30	47	31	30	48	99999	38	99999	99999	99999	9	29	99999	99999	45	30	41	29	99999	21	37	26	49	15	49	1	99999	6	99999	99999	99999	10	4	34	3	3	34	48	99999	11	44	35	99999	99999	99999	11	45	37	41	14	34	24	99999	46	2	25	7	99999	33	32	99999	30	99999	31	12	34	12	49	29	27	99999	8	99999	43	99999	40	4	7	5	35	99999	13	43	99999	99999	12	40	99999	49	30	99999	46	46	99999	7	41	8	28	7	15	46	99999	10	5	99999	21	21	99999	26	99999	20	99999	99999	3	6	99999	99999	45	99999	3	16	99999	99999	21	20	99999	31	16	1	47	30	1	24	38	99999	99999	8	99999	99999	99999	19	5	99999	44	24	45	8	30	15	22	99999	2	99999	42	21	19	13	12	49	4	24	37	9	99999	99999	18	21	11	42	42	17	99999	99999	8	99999	28	46	40	32	99999	2	99999	35	1	13	2	99999	35	6	26	31	99999	6	99999	13	15	99999	28	99999	21	31	19	99999	16	1	99999	99999	99999	43	99999	16	99999	99999	99999	99999	45	4	13	23	99999	1	13	48	99999	19	16	33	99999	99999	22	8	99999	13	37	99999	99999	47	99999	27	49	11	99999	29	8	18	25	33	99999	37	2	28	99999	27	99999	4	14	32	49	30	45	37	37	99999	15	23	99999	3	10	33	99999	99999	2	4	25	99999	6	12	49	99999	99999	39	9	28	99999	9	32	35	9	2	35	46	99999	38	25	99999	29	99999	3	48	21	25	99999	28	25	17	27	46	10	15	99999	99999	44	99999	14	28	3	29	99999	20	14	36	99999	99999	99999	19	22	31	43	21	8	16	28	47	99999	99999	22	37	40	99999	99999	33	4	99999	47	36	16	38	7	99999	48	5	99999	42	11	99999	15	35	8	31	14	34	99999	18	99999	17	11	99999	15	44	42	99999	35	3	47	33	99999	99999	9	99999	99999	43	8	3	10	26	99999	47	49	40	15	34	23	42	99999	35	
99999	99999	22	4	29	99999	6	42	0	2	31	47	99999	22	99999	44	14	41	99999	42	99999	99999	11	99999	43	23	20	99999	99999	32	99999	99999	99999	33	99999	2	33	99999	25	99999	44	99999	49	99999	2	30	30	99999	32	99999	99999	1	99999	99999	37	12	8	7	8	19	26	12	17	14	99999	24	99999	99999	11	25	32	17	16	99999	21	99999	19	13	37	99999	6	41	5	99999	12	99999	99999	99999	99999	46	32	25	99999	99999	11	24	7	45	99999	99999	99999	41	99999	99999	33	28	22	3	24	99999	99999	38	99999	99999	33	99999	99999	1	40	12	6	99999	99999	18	41	48	99999	17	39	99999	49	43	8	40	99999	31	99999	99999	17	99999	25	32	33	44	7	15	99999	17	16	9	5	99999	99999	13	7	99999	30	17	9	99999	6	99999	99999	99999	41	99999	18	36	99999	2	23	49	27	99999	19	26	9	25	33	33	24	99999	48	14	19	35	2	34	9	32	99999	28	39	34	33	18	44	22	28	1	1	38	9	39	40	6	28	99999	44	1	30	99999	99999	20	99999	40	30	7	99999	99999	31	1	15	99999	99999	99999	99999	99999	99999	99999	43	99999	49	12	9	2	43	43	44	99999	45	99999	99999	4	13	15	6	99999	8	99999	99999	37	99999	29	37	99999	28	40	11	99999	99999	99999	18	11	4	37	46	3	30	99999	18	9	11	46	44	25	99999	49	99999	40	99999	40	99999	99999	33	3	3	10	48	46	15	25	5	19	99999	29	15	42	13	2	34	99999	26	9	99999	28	39	42	31	23	99999	99999	19	35	5	37	10	46	99999	49	99999	99999	22	99999	4	41	49	99999	39	99999	99999	99999	27	3	31	22	21	99999	8	32	43	99999	46	99999	99999	21	48	99999	2	48	7	49	21	18	10	33	99999	43	44	24	26	7	36	6	99999	28	20	99999	23	37	2	99999	44	99999	1	18	47	99999	99999	28	22	99999	20	99999	16	23	15	32	25	99999	5	99999	99999	31	21	8	32	99999	19	42	99999	21	18	19	12	17	21	29	31	5	99999	99999	41	29	6	99999	20	23	37	99999	4	29	46	28	99999	99999	28	99999	99999	33	99999	99999	31	9	49	21	99999	99999	29	31	31	44	40	10	17	25	42	3	37	8	7	31	99999	32	99999	13	30	99999	44	12	39	39	99999	4	16	4	13	99999	99999	36	99999	36	99999	6	99999	29	31	99999	99999	99999	14	9	13	15	99999	5	18	31	2	34	9	99999	4	99999	12	29	99999	25	99999	99999	
33	21	14	29	5	44	22	99999	2	0	5	99999	4	99999	18	14	4	38	37	99999	49	40	99999	19	1	99999	99999	36	18	45	99999	18	48	49	99999	99999	99999	49	45	35	40	8	99999	99999	44	3	32	7	99999	25	27	99999	15	27	33	30	39	18	12	9	21	8	99999	14	29	36	99999	22	34	24	99999	99999	99999	39	16	24	26	13	99999	6	4	99999	6	2	47	99999	29	48	99999	48	45	44	32	99999	8	99999	20	99999	99999	21	39	30	18	2	48	32	2	29	29	99999	99999	12	22	28	45	12	46	8	99999	99999	13	28	15	99999	99999	24	99999	99999	40	23	12	99999	7	31	20	20	3	12	43	99999	20	39	6	99999	29	22	20	24	8	99999	99999	3	32	8	99999	40	49	99999	13	99999	99999	44	22	21	20	99999	28	99999	47	35	99999	6	99999	37	99999	39	99999	99999	29	99999	29	99999	7	8	13	27	26	29	17	20	99999	99999	99999	99999	15	44	33	11	40	4	43	40	27	8	36	99999	99999	3	43	14	99999	99999	22	99999	27	40	99999	7	35	27	3	3	37	48	9	99999	24	99999	41	28	41	99999	28	14	99999	14	31	99999	30	24	17	99999	27	99999	4	99999	9	99999	14	14	99999	99999	13	99999	7	7	29	37	99999	37	41	24	35	31	24	48	99999	99999	99999	99999	18	19	29	18	99999	35	31	16	49	30	16	99999	23	99999	99999	28	99999	99999	5	28	20	99999	99999	3	30	99999	99999	21	99999	99999	99999	49	23	34	32	7	39	16	99999	31	3	46	45	27	99999	49	24	8	20	10	99999	8	47	45	17	99999	14	99999	99999	30	6	99999	4	99999	16	30	46	99999	1	39	39	33	99999	10	48	99999	99999	22	21	99999	99999	99999	9	6	36	45	37	31	13	99999	19	20	39	99999	99999	99999	99999	99999	28	42	41	99999	99999	16	99999	46	99999	13	22	18	99999	99999	46	48	13	25	99999	1	6	99999	26	99999	99999	31	36	32	7	99999	29	20	38	42	24	6	41	10	36	99999	99999	43	99999	99999	42	6	99999	36	29	99999	46	9	99999	99999	22	2	3	39	99999	45	20	29	25	41	6	41	99999	9	35	46	18	4	6	99999	99999	26	99999	2	31	2	27	99999	8	17	2	36	99999	25	42	99999	27	16	24	23	16	11	18	47	99999	9	25	2	99999	99999	25	99999	15	99999	99999	99999	30	99999	36	99999	99999	47	2	36	12	99999	99999	99999	39	99999	18	15	99999	49	99999	19	99999	9	
